,name,company,year,Price,kms_driven,fuel_type
5163,Maruti Swift VDI BSIV,Maruti,2014,585000,89000,Diesel
5164,Maruti A-Star Vxi,Maruti,2010,250000,68375,Petrol
5165,Maruti Swift ZXI,Maruti,2013,395000,52000,Petrol
5166,Mercedes-Benz CLA 200 CDI Sport,Mercedes-Benz,2017,2700000,39000,Diesel
5167,Maruti Ertiga ZXI,Maruti,2014,675000,68000,Petrol
5168,Maruti Wagon R LXI,Maruti,2007,150000,71000,Petrol
5169,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2012,390000,72003,Diesel
5170,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,2014,655000,135670,Diesel
5171,Honda City i DTEC VX,Honda,2017,944000,65850,Diesel
5172,Toyota Corolla Altis 1.8 GL,Toyota,2015,1077000,53920,Petrol
5173,Mahindra XUV500 W8 2WD,Mahindra,2014,750000,58000,Diesel
5174,Maruti Alto 800 2016-2019 VXI,Maruti,2016,300000,4000,Petrol
5175,BMW 5 Series 530d M Sport,BMW,2010,1175000,58000,Diesel
5176,Hyundai EON D Lite Plus,Hyundai,2016,329000,29832,Petrol
5177,Maruti Swift Dzire VDI,Maruti,2016,650000,71156,Diesel
5178,Maruti Celerio CNG VXI MT,Maruti,2015,380000,64687,CNG
5179,Audi A4 2.0 TDI,Audi,2011,1800000,54000,Diesel
5180,Skoda Superb Elegance 1.8 TSI AT,Skoda,2009,495000,75000,Petrol
5181,Tata Zest Revotron 1.2T XM,Tata,2015,451999,39208,Petrol
5182,Force One LX ABS 7 Seating,Force,2014,800000,41000,Diesel
5183,Honda City i-VTEC VX,Honda,2013,626000,38622,Petrol
5184,Nissan Sunny 2011-2014 XV,Nissan,2016,750000,18000,Petrol
5185,Maruti Swift 1.3 LXI,Maruti,2012,365000,52000,Petrol
5186,Volkswagen Vento Petrol Highline AT,Volkswagen,2011,335000,45000,Petrol
5187,Hyundai Verna 1.6 SX VTVT AT,Hyundai,2014,550000,48656,Petrol
5188,Hyundai Verna CRDi 1.6 AT SX Plus,Hyundai,2012,525000,79000,Diesel
5189,Audi A4 2.0 TDI Multitronic,Audi,2012,1625000,88000,Diesel
5190,Maruti SX4 Vxi BSIV,Maruti,2009,270000,92000,Petrol
5191,Ford Endeavour 2.2 Titanium AT 4X2,Ford,2019,3290000,9000,Diesel
5192,Maruti Swift LXI BSIV,Maruti,2008,341000,50121,Petrol
5193,Hyundai Grand i10 CRDi Magna,Hyundai,2014,415000,79000,Diesel
5194,Volkswagen Polo 1.5 TDI Highline,Volkswagen,2014,590000,46000,Diesel
5195,Mercedes-Benz E-Class 230,Mercedes-Benz,2012,1150000,100000,Petrol
5196,Hyundai i20 Asta 1.2,Hyundai,2015,475000,41000,Petrol
5197,Maruti Alto K10 VXI AGS,Maruti,2015,350000,25000,Petrol
5198,Maruti Ertiga VDI,Maruti,2014,725000,71899,Diesel
5199,Maruti Celerio VXI AT,Maruti,2016,434999,7100,Petrol
5200,Renault KWID Climber 1.0 AMT,Renault,2018,499000,38171,Petrol
5201,Mahindra Scorpio SLE BSIV,Mahindra,2013,765000,70359,Diesel
5202,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota,2011,900000,200000,Diesel
5203,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2017,690000,26969,Diesel
5204,Ford Figo Diesel ZXI,Ford,2011,290000,56500,Diesel
5205,Nissan Terrano XL Plus 85 PS,Nissan,2014,575000,40000,Diesel
5206,Force One LX 4x4,Force,2014,800000,41000,Diesel
5207,Renault KWID 1.0 RXT Optional AMT,Renault,2017,441000,53105,Petrol
5208,Skoda Rapid 1.5 TDI Elegance,Skoda,2013,495000,23000,Diesel
5209,Mahindra XUV500 AT W10 FWD,Mahindra,2016,1440000,80999,Diesel
5210,Ford Figo Diesel Titanium,Ford,2012,295000,82000,Diesel
5211,Mahindra Bolero ZLX,Mahindra,2017,814000,68557,Diesel
5212,Volkswagen Vento 1.5 TDI Highline,Volkswagen,2016,844999,34000,Diesel
5213,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Toyota,2015,1250000,77000,Diesel
5214,Mahindra XUV500 W8 2WD,Mahindra,2012,650000,48000,Diesel
5215,Ford Ecosport 1.5 Ti VCT MT Titanium,Ford,2015,772000,28232,Petrol
5216,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Volkswagen,2011,800000,110000,Diesel
5217,Tata New Safari DICOR 2.2 VX 4x4,Tata,2009,300000,120000,Diesel
5218,BMW 3 Series 330d Convertible,BMW,2013,2900000,49000,Diesel
5219,Volkswagen Polo 1.2 MPI Highline,Volkswagen,2014,411000,22000,Petrol
5220,Hyundai i20 Magna Optional 1.2,Hyundai,2015,537000,14925,Petrol
5221,Maruti Ertiga ZDI,Maruti,2013,655000,75000,Diesel
5222,Honda City i VTEC V,Honda,2015,700000,23000,Petrol
5223,Honda City 1.5 S MT,Honda,2014,548000,57000,Petrol
5224,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen,2013,651000,76718,Diesel
5225,Honda Amaze VX i-DTEC,Honda,2016,515000,138000,Diesel
5226,Mahindra XUV500 W8 2WD,Mahindra,2013,900000,140000,Diesel
5227,Toyota Corolla Altis VL,Toyota,2008,275000,110000,Petrol
5228,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2005,120000,126000,Petrol
5229,BMW 3 Series 320d,BMW,2012,1250000,73000,Diesel
5230,Ford EcoSport 1.5 Diesel Trend,Ford,2017,769000,63423,Diesel
5231,Hyundai i20 Asta Optional with Sunroof 1.2,Hyundai,2013,457000,62132,Petrol
5232,Honda City 1.5 S AT,Honda,2013,450000,51000,Petrol
5233,Maruti Ritz VDI (ABS) BS IV,Maruti,2015,490000,75000,Diesel
5234,Hyundai i10 Era 1.1,Hyundai,2008,165000,55410,Petrol
5235,Chevrolet Sail 1.2 LS,Chevrolet,2015,325000,41000,Petrol
5236,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2012,625000,45000,Diesel
5237,Hyundai Creta 1.6 SX Option,Hyundai,2018,1213000,53322,Petrol
5238,Chevrolet Sail 1.2 LS,Chevrolet,2013,325000,48000,Petrol
5239,Audi Q5 2.0 TDI,Audi,2013,2900000,72000,Diesel
5240,Honda City 1.5 V MT Exclusive,Honda,2013,553000,50266,Petrol
5241,Ford EcoSport 1.5 Petrol Titanium,Ford,2017,875000,21800,Petrol
5242,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,2014,3790000,45000,Diesel
5243,Hyundai i10 Magna 1.2,Hyundai,2010,240000,62000,Petrol
5244,Hyundai i20 1.2 Asta,Hyundai,2014,455000,41681,Petrol
5245,Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,2011,265000,69313,Petrol
5246,Tata Indica V2 eLX,Tata,2017,160000,49000,Diesel
5247,BMW 5 Series 2010-2013 530d,BMW,2012,2572000,40471,Diesel
5248,Maruti Swift VDI,Maruti,2013,415000,60000,Diesel
5249,Ford Freestyle Titanium Plus Petrol,Ford,2018,723000,1001,Petrol
5250,Hyundai Verna XXi ABS (Petrol),Hyundai,2008,260000,38000,Petrol
5251,BMW 3 Series 320d Highline,BMW,2008,725000,66000,Diesel
5252,Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,2017,1429000,33901,Diesel
5253,Mercedes-Benz New C-Class C 250 CDI Elegance,Mercedes-Benz,2011,1725000,57000,Diesel
5254,Hyundai Elantra 1.6 SX,Hyundai,2013,750000,170000,Diesel
5255,Maruti Ritz ZDi,Maruti,2014,434999,60000,Diesel
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,2016,890000,85000,Diesel
5257,Hyundai Xcent 1.2 Kappa S,Hyundai,2016,350000,146000,Petrol
5258,Honda City i DTEC V,Honda,2014,610000,56002,Diesel
5259,Renault KWID RXT,Renault,2016,320000,8554,Petrol
5260,Toyota Etios Cross 1.4L VD,Toyota,2014,490000,62322,Diesel
5261,Maruti Alto K10 VXI,Maruti,2015,369000,37929,Petrol
5262,Tata Tiago 1.2 Revotron XM Option,Tata,2016,398000,5400,Petrol
5263,Hyundai i20 1.4 CRDi Magna,Hyundai,2013,295000,60000,Diesel
5264,Audi A4 2.0 TDI,Audi,2014,1521000,55730,Diesel
5265,Maruti Swift VDI,Maruti,2015,630000,62000,Diesel
5266,Volkswagen Ameo 1.2 MPI Highline,Volkswagen,2017,669000,14576,Petrol
5267,Honda BRV i-VTEC V CVT,Honda,2017,950000,17000,Petrol
5268,Hyundai i20 Asta,Hyundai,2009,265000,28000,Petrol
5269,Hyundai Santa Fe 4X4,Hyundai,2012,750000,58200,Diesel
5270,Honda City 1.5 GXI,Honda,2002,185000,53000,Petrol
5271,Maruti Celerio ZXI Optional AMT,Maruti,2018,563000,12278,Petrol
5272,Hyundai Creta 1.6 SX,Hyundai,2018,1178000,17665,Petrol
5273,Tata Indica V2 DL BSIII,Tata,2004,85000,200000,Diesel
5274,Volkswagen Vento Petrol Highline,Volkswagen,2011,335000,55893,Petrol
5275,Maruti Celerio VXI,Maruti,2015,411000,60586,Petrol
5276,Mercedes-Benz CLA 200 D Sport Edition,Mercedes-Benz,2015,2551000,13500,Diesel
5277,Maruti Alto 800 LXI,Maruti,2017,310000,30000,Petrol
5278,Ford Endeavour 3.2 Titanium AT 4X4,Ford,2018,3350000,12000,Diesel
5279,Tata Zest Revotron 1.2T XE,Tata,2017,480000,65000,Petrol
5280,Volkswagen Vento 1.6 Comfortline,Volkswagen,2014,349000,38000,Petrol
5281,Maruti Ertiga ZXI,Maruti,2012,515000,25000,Petrol
5282,Mercedes-Benz M-Class ML 350 CDI Corporate,Mercedes-Benz,2011,1441000,100000,Diesel
5283,Volkswagen Polo 1.2 MPI Highline,Volkswagen,2014,475000,13710,Petrol
5284,Toyota Fortuner 4x2 AT,Toyota,2015,1900000,100000,Diesel
5285,Maruti Celerio VXI,Maruti,2017,490000,17000,Petrol
5286,BMW 3 Series 320d Corporate Edition,BMW,2008,630000,89000,Diesel
5287,Honda City ZX VTEC,Honda,2006,240000,100173,Petrol
5288,Mitsubishi Cedia Sports,Mitsubishi,2009,300000,97000,Petrol
5289,Renault Pulse Petrol RxL,Renault,2016,425000,40190,Petrol
5290,Volkswagen Polo 1.5 TDI Highline,Volkswagen,2016,630000,29647,Diesel
5291,Maruti Baleno RS Petrol,Maruti,2018,815000,43639,Petrol
5292,Hyundai i10 Magna,Hyundai,2012,322000,37333,Petrol
5293,Hyundai i20 1.2 Spotz,Hyundai,2018,765000,48407,Petrol
5294,BMW Z4 2009-2013 35i,BMW,2011,3000000,25000,Petrol
5295,Hyundai i10 Sportz 1.2,Hyundai,2010,229999,72400,Petrol
5296,Mini Cooper S Carbon Edition,Mini,2012,2200000,18000,Petrol
5297,Honda Brio V MT,Honda,2012,328000,65167,Petrol
5298,Maruti Ciaz ZXi Option,Maruti,2016,709000,25418,Petrol
5299,Maruti Swift Dzire ZDi,Maruti,2013,646000,38995,Diesel
5300,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,2012,400000,60000,Diesel
5301,BMW X1 sDrive20d,BMW,2011,1100000,72000,Diesel
5302,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,2016,4979000,31075,Diesel
5303,Ford Figo 1.5D Trend MT,Ford,2015,480000,4311,Diesel
5304,BMW 3 Series Luxury Line,BMW,2017,3500000,21000,Diesel
5305,Mercedes-Benz M-Class ML 350 CDI Corporate,Mercedes-Benz,2011,2199000,54000,Diesel
5306,Maruti Wagon R LX BSIII,Maruti,2007,110000,50000,Petrol
5307,Maruti Baleno Zeta 1.2,Maruti,2018,660000,13000,Petrol
5308,Maruti Dzire VXI,Maruti,2013,450000,74000,Petrol
5309,Chevrolet Aveo U-VA 1.2 LT,Chevrolet,2009,100000,75000,Petrol
5310,Volkswagen Polo 1.5 TDI Highline,Volkswagen,2017,690000,25000,Diesel
5311,Land Rover Freelander 2 TD4 SE,Land,2012,1675000,139000,Diesel
5312,Audi Q5 30 TDI quattro Premium,Audi,2015,2549000,52000,Diesel
5313,Audi A6 35 TDI Matrix,Audi,2015,3550000,20000,Diesel
5314,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2018,628000,32663,Diesel
5315,Mahindra Scorpio SLE BSIV,Mahindra,2012,488000,76777,Diesel
5316,Tata Bolt Quadrajet XE,Tata,2016,370000,100303,Diesel
5317,Hyundai EON Era Plus,Hyundai,2015,345000,43993,Petrol
5318,Mahindra Scorpio S8 8 Seater,Mahindra,2016,1023000,72118,Diesel
5319,Honda Accord 2001-2003 2.0 AT,Honda,2010,650000,83000,Petrol
5320,Volkswagen Polo 1.2 MPI Highline,Volkswagen,2016,615000,7523,Petrol
5321,Maruti Eeco 7 Seater Standard,Maruti,2014,290000,34670,Petrol
5322,Hyundai Grand i10 CRDi Sportz,Hyundai,2016,550000,30000,Diesel
5323,Ford Endeavour 3.2 Titanium AT 4X4,Ford,2017,3100000,17000,Diesel
5324,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2015,425000,59261,Diesel
5325,Maruti Swift VDI,Maruti,2016,548000,65210,Diesel
5326,Hyundai i20 1.2 Asta Option,Hyundai,2016,725000,19000,Petrol
5327,Maruti Swift Dzire VXi,Maruti,2012,300000,50000,Petrol
5328,BMW 3 Series 320d Luxury Line,BMW,2015,2950000,47000,Diesel
5329,Honda City ZX GXi,Honda,2007,149000,75000,Petrol
5330,Hyundai i10 Sportz 1.2 AT,Hyundai,2013,365000,54534,Petrol
5331,Ford Ecosport Signature Edition Diesel,Ford,2018,1090000,13000,Diesel
5332,Maruti Celerio ZXI MT,Maruti,2015,430000,48808,Petrol
5333,Maruti Ertiga VDI,Maruti,2012,611000,63001,Diesel
5334,Toyota Innova 2.5 V Diesel 8-seater,Toyota,2015,1550000,64771,Diesel
5335,Honda City i VTEC SV,Honda,2016,690000,34634,Petrol
5336,Maruti Swift Dzire VXI,Maruti,2012,469000,69242,Petrol
5337,Maruti Ritz LXi,Maruti,2011,319000,33292,Petrol
5338,Hyundai i20 Sportz AT 1.4,Hyundai,2012,375000,55000,Petrol
5339,Hyundai i20 Active SX Dual Tone Petrol,Hyundai,2019,860000,1000,Petrol
5340,Honda City 1.5 E MT,Honda,2011,385000,80000,Petrol
5341,Porsche Cayenne S Diesel,Porsche,2016,6783000,65003,Diesel
5342,Honda Amaze VX i-VTEC,Honda,2019,931000,16573,Petrol
5343,Honda Civic 2006-2010 1.8 S AT,Honda,2008,300000,152633,Petrol
5344,Hyundai i20 Magna 1.2,Hyundai,2015,550000,53000,Petrol
5345,Hyundai Creta 1.6 CRDi SX,Hyundai,2017,1330000,50129,Diesel
5346,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Audi,2013,2300000,63716,Diesel
5347,Maruti Alto 800 2016-2019 LXI,Maruti,2018,335000,11000,Petrol
5348,BMW X1 sDrive 20d Exclusive,BMW,2012,1000000,115000,Diesel
5349,Hyundai i10 Magna,Hyundai,2013,295000,63265,Petrol
5350,Volkswagen Ameo 1.5 TDI Highline,Volkswagen,2016,675000,20000,Diesel
5351,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,2010,244000,79000,Petrol
5352,Maruti Ciaz VXi Plus,Maruti,2015,585000,41000,Petrol
5353,Volkswagen Polo GT TSI,Volkswagen,2015,740000,26323,Petrol
5354,Hyundai Xcent 1.1 CRDi Base,Hyundai,2016,380000,76000,Diesel
5355,Honda Civic 2006-2010 1.8 S MT,Honda,2008,380000,69972,Petrol
5356,Honda City ZX GXi,Honda,2008,270000,69000,Petrol
5357,Mahindra Bolero ZLX,Mahindra,2016,721000,65000,Diesel
5358,Honda City i VTEC V,Honda,2016,790000,29512,Petrol
5359,Hyundai Xcent 1.2 CRDi S,Hyundai,2017,420000,51000,Diesel
5360,Renault Duster 110PS Diesel RxL,Renault,2014,575000,58003,Diesel
5361,Maruti A-Star AT VXI,Maruti,2013,345000,56500,Petrol
5362,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,2014,2575000,29063,Diesel
5363,Mahindra XUV500 W8 2WD,Mahindra,2018,1659000,46811,Diesel
5364,Renault Pulse Petrol RxZ,Renault,2014,469000,31897,Petrol
5365,BMW 3 Series 320d,BMW,2009,750000,52100,Diesel
5366,Toyota Innova Crysta 2.4 GX MT,Toyota,2016,1650000,73000,Diesel
5367,Honda City 1.5 S MT,Honda,2009,199000,31423,Petrol
5368,Maruti Swift VDI,Maruti,2014,525000,75180,Diesel
5369,Renault Duster 110PS Diesel RxZ Plus,Renault,2013,540000,75000,Diesel
5370,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2014,390000,15000,Petrol
5371,Hyundai i20 Active 1.2 S,Hyundai,2015,580000,12000,Petrol
5372,BMW 5 Series 2013-2017 520d Luxury Line,BMW,2014,3050000,32000,Diesel
5373,Maruti Swift Dzire LDI,Maruti,2017,560000,44504,Diesel
5374,Mercedes-Benz M-Class ML 350 4Matic,Mercedes-Benz,2012,2300000,66000,Diesel
5375,Maruti Swift LDI,Maruti,2015,515000,39437,Diesel
5376,Hyundai Verna 1.6 CRDI AT SX Option,Hyundai,2017,948000,36931,Diesel
5377,Tata Nano XTA,Tata,2016,238000,17800,Petrol
5378,Maruti Swift Dzire LXi,Maruti,2009,380000,71346,Petrol
5379,Hyundai i20 Asta Option 1.2,Hyundai,2015,550000,45000,Petrol
5380,Hyundai i20 1.2 Sportz,Hyundai,2010,355000,85155,Petrol
5381,Maruti Ciaz ZXi,Maruti,2015,635000,48823,Petrol
5382,Land Rover Range Rover 2.2L Prestige,Land,2015,3600000,37000,Diesel
5383,Tata Indigo LX BSII,Tata,2005,110000,92000,Diesel
5384,Tata Zest Revotron 1.2T XM,Tata,2014,370000,36000,Petrol
5385,Mahindra XUV500 W10 1.99 mHawk,Mahindra,2016,1350000,24569,Diesel
5386,Honda Accord 2.4 AT,Honda,2008,285000,95000,Petrol
5387,Tata Nano Twist XT,Tata,2015,213000,25811,Petrol
5388,Hyundai Elantra CRDi S,Hyundai,2015,775000,65000,Diesel
5389,Tata Indica V2 eLS,Tata,2017,285000,100400,Diesel
5390,Honda Amaze S i-Dtech,Honda,2014,495000,76414,Diesel
5391,Mahindra XUV500 W8 2WD,Mahindra,2012,620000,82103,Diesel
5392,BMW X3 xDrive 20d Expedition,BMW,2013,1750000,98000,Diesel
5393,Hyundai Grand i10 1.2 Kappa Magna,Hyundai,2010,225000,45252,Petrol
5394,Maruti Baleno Zeta 1.2,Maruti,2017,675000,10300,Petrol
5395,Hyundai Verna 1.6 CRDi AT SX,Hyundai,2016,973000,42024,Diesel
5396,Maruti Ertiga VDI,Maruti,2018,849000,51236,Diesel
5397,Mini Cooper S Carbon Edition,Mini,2013,2500000,52000,Petrol
5398,Maruti Ritz ZDi,Maruti,2015,559000,42894,Diesel
5399,Skoda Laura L n K 1.9 PD AT,Skoda,2011,480000,68000,Diesel
5400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,2014,545000,69000,Diesel
5401,Hyundai i20 2015-2017 Sportz 1.2,Hyundai,2017,650000,10000,Petrol
5402,Honda Brio E MT,Honda,2015,434999,16000,Petrol
5403,Honda Amaze S i-Dtech,Honda,2013,375000,46992,Diesel
5404,BMW 5 Series 2003-2012 520d,BMW,2010,1200000,170000,Diesel
5405,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,2014,3200000,58000,Diesel
5406,Hyundai Grand i10 CRDi Magna,Hyundai,2015,400000,50000,Diesel
5407,Nissan Micra Diesel XV,Nissan,2011,260000,39010,Diesel
5408,Hyundai Grand i10 Sportz,Hyundai,2016,445000,26946,Petrol
5409,Hyundai EON Era,Hyundai,2015,260000,28700,Petrol
5410,Mercedes-Benz New C-Class C250 Avantgarde,Mercedes-Benz,2011,1600000,60000,Petrol
5411,Land Rover Range Rover 2.2L Pure,Land,2014,3250000,38999,Diesel
5412,Mahindra Ssangyong Rexton RX7,Mahindra,2016,1385000,39000,Diesel
5413,Maruti Ciaz 1.4 Delta,Maruti,2018,876000,7784,Petrol
5414,Mercedes-Benz R-Class R350 4Matic Long,Mercedes-Benz,2014,2368000,45710,Petrol
5415,Maruti Dzire AMT VXI,Maruti,2017,550000,42000,Petrol
5416,Land Rover Range Rover Vogue SE 4.4 SDV8,Land,2013,6581000,75995,Diesel
5417,Renault Duster 110PS Diesel RxZ,Renault,2013,499000,57000,Diesel
5418,Hyundai Verna 1.6 SX,Hyundai,2013,570000,85350,Diesel
5419,Toyota Corolla Altis 1.8 VL CVT,Toyota,2016,1199000,82725,Petrol
5420,BMW 3 Series Sport,BMW,2016,2999000,19000,Diesel
5421,Ford EcoSport 1.5 Ti VCT MT Signature,Ford,2018,950000,13900,Petrol
5422,Maruti Swift VDI BSIV,Maruti,2014,550000,108000,Diesel
5423,Hyundai Santa Fe 4x4 AT,Hyundai,2016,2300000,36000,Diesel
5424,Tata Indica V2 DLS,Tata,2013,295000,62188,Diesel
5425,Hyundai Grand i10 CRDi Sportz,Hyundai,2015,490000,58397,Diesel
5426,Hyundai Santro Xing XL,Hyundai,2006,130000,85000,Petrol
5427,Maruti Wagon R VXI AMT,Maruti,2016,425000,30000,Petrol
5428,Mahindra XUV500 W10 2WD,Mahindra,2018,1636000,29907,Diesel
5429,Audi A4 2.0 TDI,Audi,2009,994999,46000,Diesel
5430,Volkswagen Vento Diesel Highline,Volkswagen,2012,550000,65000,Diesel
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,2016,825000,22000,Diesel
5432,Maruti Zen LX,Maruti,2002,95000,99024,Petrol
5433,Hyundai i10 Era,Hyundai,2016,401000,34952,Petrol
5434,Honda WR-V Edge Edition i-VTEC S,Honda,2019,819999,13913,Petrol
5435,Honda City i DTEC VX,Honda,2014,620000,71000,Diesel
5436,Toyota Fortuner 4x2 4 Speed AT,Toyota,2012,1675000,97000,Diesel
5437,Mahindra XUV500 AT W10 FWD,Mahindra,2017,1650000,21000,Diesel
5438,Ford Endeavour XLT TDCi 4X4,Ford,2007,375000,116000,Diesel
5439,Ford Figo Diesel ZXI,Ford,2012,350000,110438,Diesel
5440,Honda Jazz 1.2 V CVT i VTEC,Honda,2017,543000,66507,Petrol
5441,Ford Endeavour 3.2 Titanium AT 4X4,Ford,2017,3035000,54650,Diesel
5442,Nissan Sunny XL CVT,Nissan,2014,799000,32000,Petrol
5443,Skoda Octavia Ambiente 1.9 TDI MT,Skoda,2011,359000,75378,Diesel
5444,Chevrolet Beat Diesel LT,Chevrolet,2012,190000,82697,Diesel
5445,Toyota Camry W2 (AT),Toyota,2009,470000,135000,Petrol
5446,Renault Duster 110PS Diesel RxZ,Renault,2012,725000,149000,Diesel
5447,Mercedes-Benz GLA Class 200 d Style,Mercedes-Benz,2016,2446000,26212,Diesel
5448,Tata Zest Revotron 1.2T XMS,Tata,2014,390000,23500,Petrol
5449,Hyundai i20 1.2 Magna,Hyundai,2013,515000,56127,Petrol
5450,Maruti Wagon R VXI AMT1.2,Maruti,2015,365000,26000,Petrol
5451,Hyundai Xcent 1.2 CRDi S,Hyundai,2016,500000,26000,Diesel
5452,Honda City 1.5 S MT,Honda,2009,229999,42000,Petrol
5453,Hyundai Accent GLE,Hyundai,2001,75000,130000,Petrol
5454,Hyundai Verna Xi (Petrol),Hyundai,2009,185000,137148,Petrol
5455,Ford Figo Petrol ZXI,Ford,2010,180000,114703,Petrol
5456,Honda Amaze S i-Dtech,Honda,2014,441000,97439,Diesel
5457,Maruti Wagon R LX BSII,Maruti,2006,200000,40000,Petrol
5458,Maruti Swift VDI BSIV,Maruti,2014,555000,81609,Diesel
5459,Mercedes-Benz E-Class Facelift,Mercedes-Benz,2014,3175000,28000,Diesel
5460,Audi A6 2011-2015 35 TDI Technology,Audi,2015,3200000,37500,Diesel
5461,Mercedes-Benz S Class 2005 2013 S 350 CDI,Mercedes-Benz,2010,2100000,37000,Diesel
5462,Maruti Swift Dzire LDi,Maruti,2010,275000,83000,Diesel
5463,Toyota Corolla H2,Toyota,2005,264000,79012,Petrol
5464,Mahindra Scorpio S10 7 Seater,Mahindra,2018,1419000,27395,Diesel
5465,Maruti Wagon R VXI,Maruti,2017,385000,35362,Petrol
5466,Toyota Fortuner 4x2 Manual,Toyota,2014,1550000,117000,Diesel
5467,Maruti Zen Estilo 1.1 LX BSIII,Maruti,2010,190000,23000,Petrol
5468,Tata Nano CX,Tata,2014,126000,59508,Petrol
5469,Hyundai i20 Magna,Hyundai,2009,240000,69000,Petrol
5470,BMW 3 Series 320d,BMW,2010,1150000,58000,Diesel
5471,Mahindra XUV500 W6 2WD,Mahindra,2014,825000,88511,Diesel
5472,Volkswagen Vento IPL II Petrol Trendline,Volkswagen,2011,275000,66000,Petrol
5473,Skoda Fabia 1.2 MPI Classic,Skoda,2009,140000,65000,Petrol
5474,Tata Nano Twist XT,Tata,2015,290000,30676,Petrol
5475,Ford Figo Diesel EXI,Ford,2011,240000,76000,Diesel
5476,Volkswagen Vento IPL II Petrol Highline AT,Volkswagen,2013,475000,23627,Petrol
5477,Land Rover Range Rover HSE Dynamic,Land,2018,4476000,52827,Diesel
5478,Honda City i DTEC SV,Honda,2015,622000,64465,Diesel
5479,Renault KWID Climber 1.0 AMT,Renault,2018,450000,14000,Petrol
5480,Hyundai Grand i10 Asta Option,Hyundai,2015,425000,26000,Petrol
5481,Chevrolet Cruze LTZ AT,Chevrolet,2011,550000,78203,Diesel
5482,Hyundai i20 1.4 Asta,Hyundai,2017,695000,27000,Diesel
5483,Maruti Alto K10 VXI AGS,Maruti,2018,455999,31919,Petrol
5484,Hyundai Creta 1.6 SX Option Diesel,Hyundai,2016,1382000,47392,Diesel
5485,Honda Amaze VX i-Vtech,Honda,2016,565000,17362,Petrol
5486,Hyundai i20 Active 1.4 SX Dual Tone,Hyundai,2016,620000,49716,Diesel
5487,Maruti Celerio VXI,Maruti,2014,325000,48000,Petrol
5488,Audi A4 2.0 TDI,Audi,2009,850000,46000,Diesel
5489,Hyundai Verna 1.4 CRDi,Hyundai,2016,725000,79000,Diesel
5490,Renault Fluence Diesel E4,Renault,2013,461000,57000,Diesel
5491,Volkswagen Polo 1.2 MPI Highline,Volkswagen,2016,530000,29754,Petrol
5492,Tata Indigo LX,Tata,2012,190000,50123,Diesel
5493,Hyundai i10 Sportz,Hyundai,2012,309000,57184,Petrol
5494,BMW 7 Series 730Ld Sedan,BMW,2007,950000,75000,Diesel
5495,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,2015,1265000,26000,Diesel
5496,Hyundai Grand i10 Magna,Hyundai,2016,425000,22129,Petrol
5497,Maruti Ritz VDi,Maruti,2011,295000,127887,Diesel
5498,Mahindra Scorpio 2.6 SLX CRDe,Mahindra,2006,345000,92000,Diesel
5499,Hyundai i10 Era,Hyundai,2011,330000,60634,Petrol
5500,Tata Safari Storme 2012-2015 VX,Tata,2014,800000,90000,Diesel
5501,Honda Civic 2006-2010 1.8 V MT,Honda,2009,271000,59000,Petrol
5502,Maruti Zen Estilo LXI BSIII,Maruti,2012,270000,59293,Petrol
5503,Maruti Swift Dzire VDI,Maruti,2012,450000,80753,Diesel
5504,Toyota Fortuner 4x2 Manual,Toyota,2015,1875000,40000,Diesel
5505,Maruti Swift VDI,Maruti,2014,525000,103000,Diesel
5506,Maruti Wagon R Duo LX BSIII,Maruti,2012,320000,72389,LPG
5507,Maruti Dzire LDI,Maruti,2017,600000,48000,Diesel
5508,Hyundai Grand i10 Asta,Hyundai,2014,314000,41000,Petrol
5509,Renault KWID RXL,Renault,2016,254999,26000,Petrol
5510,Tata Indigo CS eGLX BS IV,Tata,2012,229999,30000,Petrol
5511,Ford Figo Diesel Titanium,Ford,2014,565000,74624,Diesel
